unique_id,supplier,location,day,time,measurement,today,value,units
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-24,38.15,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-25,40.17,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-26,39.92,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-27,39.59,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-28,40.5,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-29,49.17,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-30,51.08,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-07-31,59.52,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-01,46.11,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-02,47.27,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-03,49.24,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-04,47.3,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-05,48.56,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-06,48.55,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-07,45.49,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-08,48.49,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-09,41.14,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-10,38.8,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-11,42.2,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-12,57.92,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-13,55.85,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-14,54.15,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-15,50.81,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-16,53.28,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-17,39.91,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-18,48.14,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-19,54.23,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-20,52.63,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-21,56.04,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-22,56.09,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-23,52.66,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-24,51.87,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-25,54.89,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-26,43.22,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-27,49.7,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-28,58.34,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-29,58.77,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-30,59.58,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-08-31,56.49,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-01,54.55,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-02,53.64,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-03,51.48,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-04,51.44,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-05,51.25,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-06,50.33,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-07,42.89,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,yesterday,NA,daily average withdrawals,2017-09-08,53.84,MGD
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-25,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-26,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-27,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-28,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-29,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-30,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-07-31,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-01,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-02,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-03,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-04,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-05,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-06,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-07,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-08,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-09,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-10,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-11,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-12,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-13,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-14,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-15,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-16,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-17,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-18,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-19,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-20,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-21,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-22,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-23,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-24,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-25,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-26,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-27,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-28,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-29,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-30,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-08-31,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-01,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-02,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-03,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-04,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-05,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-06,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-07,10.2,BG
WSSC Patuxent Reservoirs,WSSC,Patuxent Reservoirs,NA,NA,total usable capacity,2017-09-08,10.2,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-25,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-26,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-27,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-28,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-29,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-30,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-07-31,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-01,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-02,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-03,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-04,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-05,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-06,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-07,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-08,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-09,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-10,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-11,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-12,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-13,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-14,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-15,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-16,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-17,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-18,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-19,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-20,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-21,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-22,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-23,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-24,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-25,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-26,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-27,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-28,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-29,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-30,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-08-31,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-01,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-02,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-03,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-04,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-05,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-06,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-07,3.9,BG
WSSC Little Seneca Reservoir,WSSC,Little Seneca Reservoir,NA,NA,total usable capacity,2017-09-08,3.9,BG
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-01,91.44208333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-02,96.71541667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-03,87.90333333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-04,94.05583333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-05,88.21083333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-06,79.25416667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-07,70.41375,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-08,73.36333333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-09,89.79333333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-10,79.9275,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-11,97.72166667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-12,74.76083333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-13,70.82125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-14,81.74458333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-15,77.70583333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-16,98.61666667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-17,98.50375,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-18,109.3641667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-19,115.00625,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-20,96.1525,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-21,87.47791667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-22,87.73625,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-23,95.06875,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-24,82.13125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-25,84.72958333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-26,76.69083333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-27,77.64208333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-28,92.85125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-29,86.53458333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-30,83.55583333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-05-31,86.93,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-01,80.36208333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-02,87.76416667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-03,103.28125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-04,91.45333333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-05,94.31041667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-06,91.00416667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-07,82.19208333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-08,91.57166667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-09,83.5975,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-10,106.21875,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-11,103.41125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-12,117.21,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-13,131.0291667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-14,110.71875,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-15,137.8554167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-16,120.2383333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-17,120.94625,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-18,92.48625,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-19,110.7079167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-20,115.95125,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-21,94.17916667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-22,109.4733333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-23,111.34875,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-24,105.4775,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-25,95.83708333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-26,104.7220833,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-27,119.0779167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-28,118.8641667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-29,129.9291667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-06-30,129.9004167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-01,139.5745833,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-02,120.8604167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-03,99.90166667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-04,124.7604167,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-05,118.03875,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-06,103.7595833,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-07,82.545,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-08,88.4425,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-09,87.0525,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-10,97.945,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-11,120.9716667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-12,115.8816667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-13,130.7058333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-14,126.0516667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-15,124.5983333,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-16,89.08541667,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-17,101.0670833,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-18,132.5695833,MGD
FW Potomac River,FW,Potomac River,yesterday,NA,daily average withdrawals,2017-07-19,118.42875,MGD
